,주택(건),Z값,온실(㎡),Z값,소상공인(건),인구수(건),우심피해액 (원)
합계,,,,,,"1,098,049","63,766,579,000"
중구,,,,,,"207,000",4166781000
남구,,,,,,"304,885",0
동구,,,,,,"150,836",0
북구,,,,,,"216,522",19889396000
울주군,,,,,,"218,806",39710402000
