,주택(건),Z값,온실(㎡),Z값,소상공인(건),인구수(건),우심피해액 (원)
합계,"1,295",,,"1,166",37,"3,021,010","7,094,173,000"
강화군,8,-0.5248,166,-1,1,"69,402","7,094,173,000"
옹진군,2,-0.548,-,0,-,"19,996",0
중구,9,-0.521,-,0,6,"167,113",0
동구,-,0,-,0,-,"58,296",0
남구,24,-0.463,-,0,5,"412,274",0
연수구,1,-0.5519,-,0,-,"400,213",0
남동구,6,-0.5326,-,0,7,"486,225",0
부평구,19,-0.4824,-,0,4,"493,200",0
계양구,477,1.2866,-,0,4,"280,227",0
서구,749,2.3371,"1,000",1,10,"634,064",0
,,,,,,,
,,,,,,,
,,,,,,,
,144,,583,,5,,
,258.911587,,417,,2.602981023,,
