,주택(건),Z값,온실(㎡),Z값,소상공인(건),인구수(건),우심피해액 (원)
합계,,,,,,"1,738,690","253,852,424,000"
전주시,,,,,,"635,651",0
군산시,,,,,,"258,047",9881037000
익산시,,,,,,"268,001",38723699000
정읍시,,,,,,"102,127",3941420000
남원시,,,,,,"75,647",55281029000
김제시,,,,,,"80,635",8515515000
완주군,,,,,,"99,279",52231952000
진안군,,,,,,"24,161",12356897000
무주군,,,,,,"23,032",16055419000
장수군,,,,,,"20,663",19941598000
임실군,,,,,,"25,577",3894823000
순창군,,,,,,"26,822",14701068000
고창군,,,,,,"50,982",12187140000
부안군,,,,,,"48,066",6140827000
